macrogene,orthogroup,TP,FP,FN,TN,precision,recall
MG_0000,OG0000742,12,5,18,107738,0.7058823529411765,0.4
MG_0000,OG0001553,5,2,25,107741,0.7142857142857143,0.16666666666666666
MG_0000,OG0002689,1,5,29,107738,0.16666666666666666,0.03333333333333333
MG_0000,OG0002702,4,5,26,107738,0.4444444444444444,0.13333333333333333
MG_0000,OG0002918,1,8,29,107735,0.1111111111111111,0.03333333333333333
MG_0000,OG0006686,4,0,26,107743,1.0,0.13333333333333333
MG_0000,OG0007823,2,2,28,107741,0.5,0.06666666666666667
MG_0000,OG0013596,1,3,29,107740,0.25,0.03333333333333333
MG_0001,OG0000026,1,77,29,107666,0.01282051282051282,0.03333333333333333
MG_0001,OG0001259,1,33,29,107710,0.029411764705882353,0.03333333333333333
MG_0001,OG0006288,4,0,26,107743,1.0,0.13333333333333333
MG_0001,OG0006964,1,5,29,107738,0.16666666666666666,0.03333333333333333
MG_0001,OG0008146,1,4,29,107739,0.2,0.03333333333333333
MG_0001,OG0008400,2,3,28,107740,0.4,0.06666666666666667
MG_0001,OG0009170,1,4,29,107739,0.2,0.03333333333333333
MG_0001,OG0009404,3,1,27,107742,0.75,0.1
MG_0001,OG0010468,4,0,26,107743,1.0,0.13333333333333333
MG_0001,OG0011864,1,3,29,107740,0.25,0.03333333333333333
MG_0001,OG0014286,3,0,27,107743,1.0,0.1
MG_0001,OG0014829,1,0,29,107743,1.0,0.03333333333333333
MG_0001,OG0016056,1,2,29,107741,0.3333333333333333,0.03333333333333333
MG_0001,OG0031133,1,0,29,107743,1.0,0.03333333333333333
MG_0001,OG0045744,1,0,29,107743,1.0,0.03333333333333333
MG_0001,OG0048245,1,0,29,107743,1.0,0.03333333333333333
MG_0001,OG0049064,1,0,29,107743,1.0,0.03333333333333333
MG_0001,OG0049490,1,0,29,107743,1.0,0.03333333333333333
MG_0001,OG0078923,1,0,29,107743,1.0,0.03333333333333333
MG_0002,OG0001125,1,25,68,107679,0.038461538461538464,0.014492753623188406
MG_0002,OG0002565,1,9,68,107695,0.1,0.014492753623188406
MG_0002,OG0002612,3,3,66,107701,0.5,0.043478260869565216
MG_0002,OG0003378,1,8,68,107696,0.1111111111111111,0.014492753623188406
MG_0002,OG0003467,1,7,68,107697,0.125,0.014492753623188406
MG_0002,OG0003948,1,4,68,107700,0.2,0.014492753623188406
MG_0002,OG0004726,2,6,67,107698,0.25,0.028985507246376812
MG_0002,OG0005687,2,5,67,107699,0.2857142857142857,0.028985507246376812
MG_0002,OG0005936,1,4,68,107700,0.2,0.014492753623188406
MG_0002,OG0006432,1,5,68,107699,0.16666666666666666,0.014492753623188406
MG_0002,OG0006684,1,6,68,107698,0.14285714285714285,0.014492753623188406
MG_0002,OG0007024,2,2,67,107702,0.5,0.028985507246376812
MG_0002,OG0007202,2,6,67,107698,0.25,0.028985507246376812
MG_0002,OG0008152,1,3,68,107701,0.25,0.014492753623188406
MG_0002,OG0008243,1,4,68,107700,0.2,0.014492753623188406
MG_0002,OG0008499,1,4,68,107700,0.2,0.014492753623188406
MG_0002,OG0008536,1,6,68,107698,0.14285714285714285,0.014492753623188406
MG_0002,OG0009305,1,2,68,107702,0.3333333333333333,0.014492753623188406
MG_0002,OG0009903,2,1,67,107703,0.6666666666666666,0.028985507246376812
MG_0002,OG0009956,1,4,68,107700,0.2,0.014492753623188406
MG_0002,OG0010383,1,3,68,107701,0.25,0.014492753623188406
MG_0002,OG0011698,1,13,68,107691,0.07142857142857142,0.014492753623188406
MG_0002,OG0011806,2,1,67,107703,0.6666666666666666,0.028985507246376812
MG_0002,OG0012087,1,5,68,107699,0.16666666666666666,0.014492753623188406
MG_0002,OG0012624,1,2,68,107702,0.3333333333333333,0.014492753623188406
MG_0002,OG0012841,1,3,68,107701,0.25,0.014492753623188406
MG_0002,OG0016013,1,11,68,107693,0.08333333333333333,0.014492753623188406
MG_0002,OG0016741,2,2,67,107702,0.5,0.028985507246376812
MG_0002,OG0016789,2,0,67,107704,1.0,0.028985507246376812
MG_0002,OG0016829,1,1,68,107703,0.5,0.014492753623188406
MG_0002,OG0019861,1,1,68,107703,0.5,0.014492753623188406
MG_0002,OG0020183,1,8,68,107696,0.1111111111111111,0.014492753623188406
MG_0002,OG0020290,1,1,68,107703,0.5,0.014492753623188406
MG_0002,OG0021680,1,1,68,107703,0.5,0.014492753623188406
MG_0002,OG0023144,1,6,68,107698,0.14285714285714285,0.014492753623188406
MG_0002,OG0023146,1,5,68,107699,0.16666666666666666,0.014492753623188406
MG_0002,OG0024117,1,0,68,107704,1.0,0.014492753623188406
MG_0002,OG0027534,1,4,68,107700,0.2,0.014492753623188406
MG_0002,OG0028925,1,1,68,107703,0.5,0.014492753623188406
MG_0002,OG0033368,1,1,68,107703,0.5,0.014492753623188406
MG_0002,OG0033388,1,2,68,107702,0.3333333333333333,0.014492753623188406
MG_0002,OG0033396,1,0,68,107704,1.0,0.014492753623188406
MG_0002,OG0033457,1,0,68,107704,1.0,0.014492753623188406
MG_0002,OG0034834,1,0,68,107704,1.0,0.014492753623188406
MG_0002,OG0036243,1,0,68,107704,1.0,0.014492753623188406
MG_0002,OG0036454,1,0,68,107704,1.0,0.014492753623188406
MG_0002,OG0047066,1,0,68,107704,1.0,0.014492753623188406
MG_0002,OG0048455,1,0,68,107704,1.0,0.014492753623188406
MG_0002,OG0049314,1,0,68,107704,1.0,0.014492753623188406
MG_0002,OG0049760,1,0,68,107704,1.0,0.014492753623188406
MG_0002,OG0060088,1,1,68,107703,0.5,0.014492753623188406
MG_0002,OG0060122,1,1,68,107703,0.5,0.014492753623188406
MG_0002,OG0061682,1,0,68,107704,1.0,0.014492753623188406
MG_0002,OG0061710,1,0,68,107704,1.0,0.014492753623188406
MG_0002,OG0061911,1,0,68,107704,1.0,0.014492753623188406
MG_0002,OG0062125,1,0,68,107704,1.0,0.014492753623188406
MG_0002,OG0062278,1,0,68,107704,1.0,0.014492753623188406
MG_0002,OG0095037,1,0,68,107704,1.0,0.014492753623188406
MG_0002,OG0095078,1,0,68,107704,1.0,0.014492753623188406
MG_0003,OG0003910,7,0,32,107734,1.0,0.1794871794871795
MG_0003,OG0006208,4,0,35,107734,1.0,0.10256410256410256
MG_0003,OG0006264,5,2,34,107732,0.7142857142857143,0.1282051282051282
MG_0003,OG0007835,1,3,38,107731,0.25,0.02564102564102564
MG_0003,OG0008054,4,0,35,107734,1.0,0.10256410256410256
MG_0003,OG0008336,4,0,35,107734,1.0,0.10256410256410256
MG_0003,OG0008897,4,1,35,107733,0.8,0.10256410256410256
MG_0003,OG0009844,2,2,37,107732,0.5,0.05128205128205128
MG_0003,OG0011147,4,0,35,107734,1.0,0.10256410256410256
MG_0003,OG0011685,3,0,36,107734,1.0,0.07692307692307693
MG_0003,OG0014082,1,0,38,107734,1.0,0.02564102564102564
MG_0004,OG0001614,8,0,28,107737,1.0,0.2222222222222222
MG_0004,OG0002354,12,0,24,107737,1.0,0.3333333333333333
MG_0004,OG0003153,6,0,30,107737,1.0,0.16666666666666666
MG_0004,OG0012515,2,0,34,107737,1.0,0.05555555555555555
MG_0004,OG0017645,2,0,34,107737,1.0,0.05555555555555555
MG_0004,OG0019207,2,0,34,107737,1.0,0.05555555555555555
MG_0004,OG0027522,1,1,35,107736,0.5,0.027777777777777776
MG_0004,OG0027590,1,1,35,107736,0.5,0.027777777777777776
MG_0004,OG0047140,1,0,35,107737,1.0,0.027777777777777776
MG_0004,OG0049122,1,0,35,107737,1.0,0.027777777777777776
MG_0005,OG0000052,1,47,104,107621,0.020833333333333332,0.009523809523809525
MG_0005,OG0000281,2,24,103,107644,0.07692307692307693,0.01904761904761905
MG_0005,OG0000325,1,18,104,107650,0.05263157894736842,0.009523809523809525
MG_0005,OG0000578,1,15,104,107653,0.0625,0.009523809523809525
MG_0005,OG0000688,1,18,104,107650,0.05263157894736842,0.009523809523809525
MG_0005,OG0000823,5,11,100,107657,0.3125,0.047619047619047616
MG_0005,OG0001150,1,10,104,107658,0.09090909090909091,0.009523809523809525
MG_0005,OG0001208,1,12,104,107656,0.07692307692307693,0.009523809523809525
MG_0005,OG0001463,1,2,104,107666,0.3333333333333333,0.009523809523809525
MG_0005,OG0001522,1,9,104,107659,0.1,0.009523809523809525
MG_0005,OG0001717,1,9,104,107659,0.1,0.009523809523809525
MG_0005,OG0001770,1,7,104,107661,0.125,0.009523809523809525
MG_0005,OG0001982,1,8,104,107660,0.1111111111111111,0.009523809523809525
MG_0005,OG0002616,1,10,104,107658,0.09090909090909091,0.009523809523809525
MG_0005,OG0002785,1,9,104,107659,0.1,0.009523809523809525
MG_0005,OG0002790,1,7,104,107661,0.125,0.009523809523809525
MG_0005,OG0002906,1,8,104,107660,0.1111111111111111,0.009523809523809525
MG_0005,OG0003021,1,5,104,107663,0.16666666666666666,0.009523809523809525
MG_0005,OG0003098,1,9,104,107659,0.1,0.009523809523809525
MG_0005,OG0003143,1,8,104,107660,0.1111111111111111,0.009523809523809525
MG_0005,OG0003426,1,5,104,107663,0.16666666666666666,0.009523809523809525
MG_0005,OG0003493,3,12,102,107656,0.2,0.02857142857142857
MG_0005,OG0003608,4,5,101,107663,0.4444444444444444,0.0380952380952381
MG_0005,OG0003643,1,3,104,107665,0.25,0.009523809523809525
MG_0005,OG0003788,1,5,104,107663,0.16666666666666666,0.009523809523809525
MG_0005,OG0003803,2,5,103,107663,0.2857142857142857,0.01904761904761905
MG_0005,OG0004035,1,8,104,107660,0.1111111111111111,0.009523809523809525
MG_0005,OG0004576,1,5,104,107663,0.16666666666666666,0.009523809523809525
MG_0005,OG0004681,1,8,104,107660,0.1111111111111111,0.009523809523809525
MG_0005,OG0004750,1,8,104,107660,0.1111111111111111,0.009523809523809525
MG_0005,OG0005791,1,4,104,107664,0.2,0.009523809523809525
MG_0005,OG0005938,5,2,100,107666,0.7142857142857143,0.047619047619047616
MG_0005,OG0005978,1,4,104,107664,0.2,0.009523809523809525
MG_0005,OG0006470,4,0,101,107668,1.0,0.0380952380952381
MG_0005,OG0006493,2,5,103,107663,0.2857142857142857,0.01904761904761905
MG_0005,OG0006670,1,3,104,107665,0.25,0.009523809523809525
MG_0005,OG0007969,1,3,104,107665,0.25,0.009523809523809525
MG_0005,OG0008049,1,3,104,107665,0.25,0.009523809523809525
MG_0005,OG0008177,1,4,104,107664,0.2,0.009523809523809525
MG_0005,OG0008461,1,3,104,107665,0.25,0.009523809523809525
MG_0005,OG0008665,1,4,104,107664,0.2,0.009523809523809525
MG_0005,OG0008756,1,3,104,107665,0.25,0.009523809523809525
MG_0005,OG0008924,1,3,104,107665,0.25,0.009523809523809525
MG_0005,OG0009390,1,3,104,107665,0.25,0.009523809523809525
MG_0005,OG0009399,1,3,104,107665,0.25,0.009523809523809525
MG_0005,OG0009699,2,4,103,107664,0.3333333333333333,0.01904761904761905
MG_0005,OG0010022,1,2,104,107666,0.3333333333333333,0.009523809523809525
MG_0005,OG0010154,1,3,104,107665,0.25,0.009523809523809525
MG_0005,OG0010431,1,3,104,107665,0.25,0.009523809523809525
MG_0005,OG0010572,1,3,104,107665,0.25,0.009523809523809525
MG_0005,OG0010709,1,2,104,107666,0.3333333333333333,0.009523809523809525
MG_0005,OG0010944,1,3,104,107665,0.25,0.009523809523809525
MG_0005,OG0011021,1,3,104,107665,0.25,0.009523809523809525
MG_0005,OG0011133,1,2,104,107666,0.3333333333333333,0.009523809523809525
MG_0005,OG0012108,1,2,104,107666,0.3333333333333333,0.009523809523809525
MG_0005,OG0012903,1,3,104,107665,0.25,0.009523809523809525
MG_0005,OG0014243,1,5,104,107663,0.16666666666666666,0.009523809523809525
MG_0005,OG0014937,3,1,102,107667,0.75,0.02857142857142857
MG_0005,OG0015572,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0016470,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0020420,1,1,104,107667,0.5,0.009523809523809525
MG_0005,OG0021062,1,1,104,107667,0.5,0.009523809523809525
MG_0005,OG0021722,1,3,104,107665,0.25,0.009523809523809525
MG_0005,OG0026080,2,0,103,107668,1.0,0.01904761904761905
MG_0005,OG0026268,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0028800,1,1,104,107667,0.5,0.009523809523809525
MG_0005,OG0036293,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0036759,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0045785,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0046640,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0047201,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0047639,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0047842,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0048086,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0048363,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0048687,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0048742,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0049206,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0062636,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0078938,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0095004,1,0,104,107668,1.0,0.009523809523809525
MG_0005,OG0095518,1,0,104,107668,1.0,0.009523809523809525
MG_0006,OG0001275,1,12,36,107724,0.07692307692307693,0.02702702702702703
MG_0006,OG0007300,1,4,36,107732,0.2,0.02702702702702703
MG_0006,OG0011167,6,1,31,107735,0.8571428571428571,0.16216216216216217
MG_0006,OG0014186,14,3,23,107733,0.8235294117647058,0.3783783783783784
MG_0006,OG0019693,2,1,35,107735,0.6666666666666666,0.05405405405405406
MG_0006,OG0021484,5,3,32,107733,0.625,0.13513513513513514
MG_0006,OG0023145,1,6,36,107730,0.14285714285714285,0.02702702702702703
MG_0006,OG0025515,6,0,31,107736,1.0,0.16216216216216217
MG_0006,OG0026014,1,0,36,107736,1.0,0.02702702702702703
MG_0007,OG0001699,3,6,31,107733,0.3333333333333333,0.08823529411764706
MG_0007,OG0002448,1,9,33,107730,0.1,0.029411764705882353
MG_0007,OG0002786,5,5,29,107734,0.5,0.14705882352941177
MG_0007,OG0004271,5,1,29,107738,0.8333333333333334,0.14705882352941177
MG_0007,OG0004931,5,1,29,107738,0.8333333333333334,0.14705882352941177
MG_0007,OG0008772,1,4,33,107735,0.2,0.029411764705882353
MG_0007,OG0009944,1,4,33,107735,0.2,0.029411764705882353
MG_0007,OG0021633,1,1,33,107738,0.5,0.029411764705882353
MG_0007,OG0023486,1,1,33,107738,0.5,0.029411764705882353
MG_0007,OG0023524,2,0,32,107739,1.0,0.058823529411764705
MG_0007,OG0024559,1,1,33,107738,0.5,0.029411764705882353
MG_0007,OG0026120,1,1,33,107738,0.5,0.029411764705882353
MG_0007,OG0027445,2,0,32,107739,1.0,0.058823529411764705
MG_0007,OG0036479,1,0,33,107739,1.0,0.029411764705882353
MG_0007,OG0037858,1,0,33,107739,1.0,0.029411764705882353
MG_0007,OG0040245,1,1,33,107738,0.5,0.029411764705882353
MG_0007,OG0061779,1,0,33,107739,1.0,0.029411764705882353
MG_0007,OG0095580,1,0,33,107739,1.0,0.029411764705882353
MG_0008,OG0000712,14,3,18,107738,0.8235294117647058,0.4375
MG_0008,OG0004776,5,3,27,107738,0.625,0.15625
MG_0008,OG0012498,4,1,28,107740,0.8,0.125
MG_0008,OG0013611,6,0,26,107741,1.0,0.1875
MG_0008,OG0023687,1,0,31,107741,1.0,0.03125
MG_0008,OG0032462,1,0,31,107741,1.0,0.03125
MG_0008,OG0034844,1,0,31,107741,1.0,0.03125
MG_0009,OG0000924,3,14,80,107676,0.17647058823529413,0.03614457831325301
MG_0009,OG0001140,1,16,82,107674,0.058823529411764705,0.012048192771084338
MG_0009,OG0001584,2,13,81,107677,0.13333333333333333,0.024096385542168676
MG_0009,OG0001848,8,8,75,107682,0.5,0.0963855421686747
MG_0009,OG0001915,2,10,81,107680,0.16666666666666666,0.024096385542168676
MG_0009,OG0001935,5,1,78,107689,0.8333333333333334,0.060240963855421686
MG_0009,OG0001953,11,2,72,107688,0.8461538461538461,0.13253012048192772
MG_0009,OG0002696,1,20,82,107670,0.047619047619047616,0.012048192771084338
MG_0009,OG0003473,1,6,82,107684,0.14285714285714285,0.012048192771084338
MG_0009,OG0003641,2,4,81,107686,0.3333333333333333,0.024096385542168676
MG_0009,OG0004368,1,7,82,107683,0.125,0.012048192771084338
MG_0009,OG0005269,2,4,81,107686,0.3333333333333333,0.024096385542168676
MG_0009,OG0005612,3,3,80,107687,0.5,0.03614457831325301
MG_0009,OG0006483,4,2,79,107688,0.6666666666666666,0.04819277108433735
MG_0009,OG0006832,2,2,81,107688,0.5,0.024096385542168676
MG_0009,OG0006850,1,3,82,107687,0.25,0.012048192771084338
MG_0009,OG0006927,1,2,82,107688,0.3333333333333333,0.012048192771084338
MG_0009,OG0007444,2,2,81,107688,0.5,0.024096385542168676
MG_0009,OG0007504,1,7,82,107683,0.125,0.012048192771084338
MG_0009,OG0007737,1,5,82,107685,0.16666666666666666,0.012048192771084338
MG_0009,OG0007744,1,5,82,107685,0.16666666666666666,0.012048192771084338
MG_0009,OG0008460,4,0,79,107690,1.0,0.04819277108433735
MG_0009,OG0008599,1,2,82,107688,0.3333333333333333,0.012048192771084338
MG_0009,OG0008825,1,3,82,107687,0.25,0.012048192771084338
MG_0009,OG0008902,5,0,78,107690,1.0,0.060240963855421686
MG_0009,OG0008928,1,2,82,107688,0.3333333333333333,0.012048192771084338
MG_0009,OG0009687,2,2,81,107688,0.5,0.024096385542168676
MG_0009,OG0009976,4,0,79,107690,1.0,0.04819277108433735
MG_0009,OG0010984,3,1,80,107689,0.75,0.03614457831325301
MG_0009,OG0011267,2,2,81,107688,0.5,0.024096385542168676
MG_0009,OG0011719,2,2,81,107688,0.5,0.024096385542168676
MG_0009,OG0012021,1,2,82,107688,0.3333333333333333,0.012048192771084338
MG_0009,OG0012899,1,2,82,107688,0.3333333333333333,0.012048192771084338
MG_0009,OG0017646,1,5,82,107685,0.16666666666666666,0.012048192771084338
MG_0010,OG0000199,37,9,78,107649,0.8043478260869565,0.3217391304347826
MG_0010,OG0000233,22,3,93,107655,0.88,0.19130434782608696
MG_0010,OG0001007,8,3,107,107655,0.7272727272727273,0.06956521739130435
MG_0010,OG0001759,1,7,114,107651,0.125,0.008695652173913044
MG_0010,OG0007514,1,4,114,107654,0.2,0.008695652173913044
MG_0010,OG0007735,5,1,110,107657,0.8333333333333334,0.043478260869565216
MG_0010,OG0008016,5,1,110,107657,0.8333333333333334,0.043478260869565216
MG_0010,OG0011509,3,0,112,107658,1.0,0.02608695652173913
MG_0010,OG0012786,1,6,114,107652,0.14285714285714285,0.008695652173913044
MG_0010,OG0012847,3,0,112,107658,1.0,0.02608695652173913
MG_0010,OG0013152,3,1,112,107657,0.75,0.02608695652173913
MG_0010,OG0013533,3,0,112,107658,1.0,0.02608695652173913
MG_0010,OG0013634,2,0,113,107658,1.0,0.017391304347826087
MG_0010,OG0015009,3,1,112,107657,0.75,0.02608695652173913
MG_0010,OG0016726,1,0,114,107658,1.0,0.008695652173913044
MG_0010,OG0017847,1,0,114,107658,1.0,0.008695652173913044
MG_0010,OG0019257,2,0,113,107658,1.0,0.017391304347826087
MG_0010,OG0020431,2,0,113,107658,1.0,0.017391304347826087
MG_0010,OG0021750,1,1,114,107657,0.5,0.008695652173913044
MG_0010,OG0023252,2,0,113,107658,1.0,0.017391304347826087
MG_0010,OG0023257,2,0,113,107658,1.0,0.017391304347826087
MG_0010,OG0023550,2,0,113,107658,1.0,0.017391304347826087
MG_0010,OG0025710,2,0,113,107658,1.0,0.017391304347826087
MG_0010,OG0027605,1,0,114,107658,1.0,0.008695652173913044
MG_0010,OG0031306,1,1,114,107657,0.5,0.008695652173913044
MG_0010,OG0049478,1,0,114,107658,1.0,0.008695652173913044
MG_0011,OG0000006,45,82,7,107639,0.3543307086614173,0.8653846153846154
MG_0011,OG0000099,1,71,51,107650,0.013888888888888888,0.019230769230769232
MG_0011,OG0000837,1,35,51,107686,0.027777777777777776,0.019230769230769232
MG_0011,OG0001526,5,0,47,107721,1.0,0.09615384615384616
MG_0012,OG0001828,4,4,27,107738,0.5,0.12903225806451613
MG_0012,OG0002374,3,6,28,107736,0.3333333333333333,0.0967741935483871
MG_0012,OG0003734,1,5,30,107737,0.16666666666666666,0.03225806451612903
MG_0012,OG0004228,7,2,24,107740,0.7777777777777778,0.22580645161290322
MG_0012,OG0005221,6,0,25,107742,1.0,0.1935483870967742
MG_0012,OG0005698,2,2,29,107740,0.5,0.06451612903225806
MG_0012,OG0008872,2,2,29,107740,0.5,0.06451612903225806
MG_0012,OG0012307,4,2,27,107740,0.6666666666666666,0.12903225806451613
MG_0012,OG0017806,2,0,29,107742,1.0,0.06451612903225806
MG_0013,OG0000031,1,48,27,107697,0.02040816326530612,0.03571428571428571
MG_0013,OG0000185,1,26,27,107719,0.037037037037037035,0.03571428571428571
MG_0013,OG0002799,9,2,19,107743,0.8181818181818182,0.32142857142857145
MG_0013,OG0009376,5,0,23,107745,1.0,0.17857142857142858
MG_0013,OG0011369,3,1,25,107744,0.75,0.10714285714285714
MG_0013,OG0016510,1,0,27,107745,1.0,0.03571428571428571
MG_0013,OG0017314,1,0,27,107745,1.0,0.03571428571428571
MG_0013,OG0019078,3,0,25,107745,1.0,0.10714285714285714
MG_0013,OG0020898,1,1,27,107744,0.5,0.03571428571428571
MG_0013,OG0023541,2,0,26,107745,1.0,0.07142857142857142
MG_0013,OG0048927,1,0,27,107745,1.0,0.03571428571428571
MG_0014,OG0001443,9,3,75,107686,0.75,0.10714285714285714
MG_0014,OG0001697,10,0,74,107689,1.0,0.11904761904761904
MG_0014,OG0001896,2,8,82,107681,0.2,0.023809523809523808
MG_0014,OG0002107,4,7,80,107682,0.36363636363636365,0.047619047619047616
MG_0014,OG0002233,8,3,76,107686,0.7272727272727273,0.09523809523809523
MG_0014,OG0002486,2,8,82,107681,0.2,0.023809523809523808
MG_0014,OG0002783,7,1,77,107688,0.875,0.08333333333333333
MG_0014,OG0002917,5,5,79,107684,0.5,0.05952380952380952
MG_0014,OG0002941,3,3,81,107686,0.5,0.03571428571428571
MG_0014,OG0003491,7,7,77,107682,0.5,0.08333333333333333
MG_0014,OG0003878,1,12,83,107677,0.07692307692307693,0.011904761904761904
MG_0014,OG0004960,6,0,78,107689,1.0,0.07142857142857142
MG_0014,OG0007010,2,4,82,107685,0.3333333333333333,0.023809523809523808
MG_0014,OG0009944,1,4,83,107685,0.2,0.011904761904761904
MG_0014,OG0010123,2,2,82,107687,0.5,0.023809523809523808
MG_0014,OG0019181,2,0,82,107689,1.0,0.023809523809523808
MG_0014,OG0020342,1,1,83,107688,0.5,0.011904761904761904
MG_0014,OG0020451,2,3,82,107686,0.4,0.023809523809523808
MG_0014,OG0024629,2,0,82,107689,1.0,0.023809523809523808
MG_0014,OG0025708,1,1,83,107688,0.5,0.011904761904761904
MG_0014,OG0025813,1,1,83,107688,0.5,0.011904761904761904
MG_0014,OG0026035,2,0,82,107689,1.0,0.023809523809523808
MG_0014,OG0026125,2,0,82,107689,1.0,0.023809523809523808
MG_0014,OG0028868,1,1,83,107688,0.5,0.011904761904761904
MG_0014,OG0040447,1,1,83,107688,0.5,0.011904761904761904
MG_0015,OG0000232,1,25,13,107734,0.038461538461538464,0.07142857142857142
MG_0015,OG0003755,10,3,4,107756,0.7692307692307693,0.7142857142857143
MG_0015,OG0015295,1,3,13,107756,0.25,0.07142857142857142
MG_0015,OG0022373,1,1,13,107758,0.5,0.07142857142857142
MG_0015,OG0062633,1,0,13,107759,1.0,0.07142857142857142
MG_0016,OG0000071,1,42,46,107684,0.023255813953488372,0.02127659574468085
MG_0016,OG0000088,1,39,46,107687,0.025,0.02127659574468085
MG_0016,OG0000104,1,17,46,107709,0.05555555555555555,0.02127659574468085
MG_0016,OG0000166,1,31,46,107695,0.03125,0.02127659574468085
MG_0016,OG0000576,1,14,46,107712,0.06666666666666667,0.02127659574468085
MG_0016,OG0000642,1,23,46,107703,0.041666666666666664,0.02127659574468085
MG_0016,OG0000985,1,17,46,107709,0.05555555555555555,0.02127659574468085
MG_0016,OG0000992,1,12,46,107714,0.07692307692307693,0.02127659574468085
MG_0016,OG0005809,1,35,46,107691,0.027777777777777776,0.02127659574468085
MG_0016,OG0005852,1,14,46,107712,0.06666666666666667,0.02127659574468085
MG_0016,OG0006707,1,4,46,107722,0.2,0.02127659574468085
MG_0016,OG0009226,1,9,46,107717,0.1,0.02127659574468085
MG_0016,OG0009409,1,5,46,107721,0.16666666666666666,0.02127659574468085
MG_0016,OG0016125,1,1,46,107725,0.5,0.02127659574468085
MG_0016,OG0016467,1,9,46,107717,0.1,0.02127659574468085
MG_0016,OG0020650,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0021177,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0023500,1,1,46,107725,0.5,0.02127659574468085
MG_0016,OG0023623,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0024622,1,2,46,107724,0.3333333333333333,0.02127659574468085
MG_0016,OG0025760,1,1,46,107725,0.5,0.02127659574468085
MG_0016,OG0027295,1,1,46,107725,0.5,0.02127659574468085
MG_0016,OG0028803,1,3,46,107723,0.25,0.02127659574468085
MG_0016,OG0029229,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0030052,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0031096,1,1,46,107725,0.5,0.02127659574468085
MG_0016,OG0031191,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0031352,1,1,46,107725,0.5,0.02127659574468085
MG_0016,OG0033834,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0036317,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0046096,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0046798,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0046817,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0047061,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0047135,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0047229,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0047338,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0047366,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0048227,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0048229,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0048595,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0056463,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0078790,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0079162,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0094625,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0094712,1,0,46,107726,1.0,0.02127659574468085
MG_0016,OG0094770,1,0,46,107726,1.0,0.02127659574468085
MG_0017,OG0000555,16,3,18,107736,0.8421052631578947,0.47058823529411764
MG_0017,OG0001497,8,1,26,107738,0.8888888888888888,0.23529411764705882
MG_0017,OG0004848,2,4,32,107735,0.3333333333333333,0.058823529411764705
MG_0017,OG0010441,7,0,27,107739,1.0,0.20588235294117646
MG_0017,OG0013125,1,8,33,107731,0.1111111111111111,0.029411764705882353
MG_0018,OG0002640,5,6,20,107742,0.45454545454545453,0.2
MG_0018,OG0002704,9,0,16,107748,1.0,0.36
MG_0018,OG0003228,4,3,21,107745,0.5714285714285714,0.16
MG_0018,OG0004377,1,5,24,107743,0.16666666666666666,0.04
MG_0018,OG0005683,2,2,23,107746,0.5,0.08
MG_0018,OG0005983,2,1,23,107747,0.6666666666666666,0.08
